comp_id,CHEMBL286,smiles
CHEMBL566403,0,COc1ccc(C2(c3cccc(-c4cccnc4)c3)N=C(N)N(C)C2=O)cc1OC
CHEMBL3143681,1,CC(C)C[C@@H](C=O)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](Cc1cccc2ccccc12)NC(=O)OCc1ccccc1
CHEMBL1276402,1,CCCCNC(=O)[C@@H](C[C@H](O)[C@@H](N)CC(C)(C)CC(=O)N1C[C@H](NC(=O)OC)Cc2ccccc21)C(C)C
CHEMBL1269701,1,COCCCc1ccc(Cl)c(CN(C(=O)C2=C(c3ccc(OCCOc4c(Cl)cc(C)cc4Cl)cc3)CCNC2)C2CC2)c1
CHEMBL1824929,1,Cc1cccc(F)c1Oc1c(C(=O)N2CCNCC2)c2ncccc2n1-c1ccccc1
CHEMBL1215370,0,NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)c1ccc(-c2cccc(O)c2)cc1
CHEMBL3986004,1,CC(C)CN(C(=O)c1cnc(C(C)(C)C)nc1NCc1ccco1)[C@@H]1CCCNC1.Cl.Cl
CHEMBL3688805,0,C[C@@H](Nc1ccc(F)c([C@@]2(C(F)F)N=C(N)O[C@@H]3C[C@@H]32)c1)c1ccc(Cl)cn1
CHEMBL126153,1,CC(C)CC1CCCC(=O)OC[C@H](NC(=O)C(Cc2ccccc2)NC(=O)OC(C)(C)C)C(=O)N[C@@H](CC2CCCCC2)[C@@H](O)C(=O)O1
CHEMBL3142270,1,CCOC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)[C@@H](O)CC(C)C
CHEMBL1941012,0,O=C(Cn1c(-c2ccccn2)nc2ccccc21)c1ccccc1
CHEMBL1090146,0,CCCNC(=O)c1ccc(-c2ccc(-c3ccccc3)n2Cc2cccc(N)n2)cc1
CHEMBL27307,0,COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](N)Cc1c[nH]cn1)C(C)C
CHEMBL1824137,0,CC(C)n1cc(C2(c3ccc(F)c(-c4cncnc4)c3)N=C(N)N(C)C2=O)cn1
CHEMBL2177328,0,COc1ccc2c(c1)C1(COC(N)=N1)c1cc(-c3cccc(OC(F)(F)F)c3)ccc1O2
CHEMBL330474,1,CSC[C@H](NC(=O)[C@@H](CC(=O)N1CCC(N)CC1)Cc1ccccc1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)[C@@H](O)CCc1ccccn1
CHEMBL1762685,0,COc1ccc(-c2cc(OC(C)=O)c(-c3ccc(OC)cc3)cc2OC(C)=O)cc1
CHEMBL4126759,1,CCn1c(C(=O)N(CC(C)C)[C@@H]2CNC[C@H](CO)C2)nc2ccccc21
CHEMBL427581,1,CC[C@H](C)[C@H](NC(=O)C(F)(F)[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)NCc1ccccn1
CHEMBL327177,1,CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H](N)C[C@H](Cc1cccc(OCC(=O)OC)c1)C(C)C
CHEMBL1210335,0,C[C@H](NC[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1cccc(NS(=O)(=O)Cc2ccccc2)c1)C(=O)NC1CCCCC1
CHEMBL1163407,0,CC1=C(C(=O)NOCc2ccccc2)C(c2ccccc2)C(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC2CC2)=C(C)N1S(C)(=O)=O
CHEMBL467014,0,Cc1ccc(Nc2cc(-c3ccc4c(c3)OCCO4)ncn2)cc1NS(C)(=O)=O
CHEMBL2152353,1,CC[C@H](C[C@H](O)[C@@H](N)CN1CC(=O)N(c2ccccc2Cl)CC1(C)C)C(=O)NC1C2CC3CC1CC(O)(C3)C2.O.O=C(O)/C=C/C(=O)O
CHEMBL159336,1,COC(=O)C(O)C(CC(C)C)NC(=O)C(Cc1c[nH]cn1)NC(=O)C(CC(=O)N1CCCCC1)Cc1cccc2ccccc12
CHEMBL591579,1,CCOC(=O)NCCC[C@@](O)(c1cccc(Cl)c1)[C@@H]1CCCN(C(=O)N[C@H](CNC)CC2CCCCC2)C1
CHEMBL2017110,1,CO[C@]1(c2ccc(F)c(F)c2)CCNC[C@@H]1c1noc(-c2ccccc2CCNC(C)=O)c1Br
CHEMBL1165791,0,O=C(O)c1cc(-c2ccc(/C=N/Nc3nc(Nc4ccc(F)cc4)nc(N4CCCCC4)n3)o2)ccc1O
CHEMBL2204739,1,CC(C)CC(CC(C)C)NC(=O)[C@@H]1CNC[C@H](N2CC(=O)N(c3ccccc3Cl)CC2(C)C)C1.O=C(O)/C=C/C(=O)O
CHEMBL2370009,1,CC(C)CCNC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CCCCN)N1C(=O)[C@H](CC(C)C)NCC(=O)N[C@@H](Cc2ccccc2)C1=O
CHEMBL497623,1,CNC[C@H](CC1CCCCC1)NC(=O)N1CCC[C@@H]([C@@H](OCCCOC)c2cccc(Cl)c2Cl)C1
CHEMBL554281,0,C#CCNC[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1cc2c3c(cn(CC)c3c1)CCS(=O)(=O)N2C
CHEMBL167109,1,CC(C)C[C@H](NC(=O)CC(O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)CC(O)[C@H](CC(C)C)NC(=O)OCc1ccccc1)C(=O)NCc1ccccc1
CHEMBL2115366,1,CC(C)Cc1nc(-c2ccccc2)cn2c([C@@H](Cc3cccnc3)C(=O)N[C@H](CC3CCCCC3)C(N)CC(=O)NC(CC(C)C)C(=O)NCc3ccccn3)nnc12
CHEMBL3947373,0,CO[C@H]1CC[C@]2(CC1)Cc1ccc(Br)cc1C21CC(=O)N(C)C(N)=N1
CHEMBL286958,0,CC(C)CC(NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1)C(O)CC(N)=O
CHEMBL325119,1,CC[C@H](C)[C@H](NC(=O)C[C@H](O)[C@H](CC1CCCCC1)NC(=O)CCC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)NCc1cnc(C)nc1N
CHEMBL418305,1,CC(C)C[C@H](NC(=O)CC(O)C(CC1CCCCC1)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)NCc1cccc(CN)c1
CHEMBL3545059,1,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC.COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC.O=C(O)/C=C/C(=O)O
CHEMBL3403981,1,COCCCOc1cc(C(=O)N(C[C@@H]2CNC[C@H]2Oc2ccc(C(F)(F)F)cc2)C(C)C)ccc1OC
CHEMBL1824953,1,Cc1cccc(C)c1Oc1c(C(=O)N2CCN[C@@H](C(C)C)C2)c2ncccc2n1-c1ccccc1
CHEMBL1782317,0,N#Cc1c(-c2ccccc2)cc(-c2ccccc2)nc1SCC(=O)Nc1cccc([N+](=O)[O-])c1
CHEMBL1271452,1,COCCC#Cc1cccc([C@@]2(c3ccc(OC(F)F)cc3)N=C(N)N(C)C2=O)c1
CHEMBL49862,1,CC(C)C[C@H](O)[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1cscn1)NC(=O)[C@@H](CC(=O)N1CCOCC1)Cc1ccccc1
CHEMBL30618,1,COc1ccccc1COCCCOc1ccc([C@H]2CCNC[C@@H]2OCc2ccc3cccnc3c2)cc1
CHEMBL3142787,1,COC(=O)C[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)C[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C
CHEMBL1165534,0,CC(=O)C1=C(C)N(CC(=O)OC(C)C)C=C(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNc2cccc(F)c2)C1C
CHEMBL2204330,1,CC[C@H](C)[C@H](NC(=O)[C@@H](NC[C@@H]1COCCCCCCCN(C(=O)[C@H](Cc2ccccc2)NC(=O)OC(C)(C)C)[C@@H](C)C(=O)N1)C(C)C)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)OC
CHEMBL557357,1,CNC(=O)[C@H](C)CNC(=O)[C@@H](C[C@H](O)[C@@H](N)C[C@H](Cc1ccc(OC)c(OCCCOC)c1)C(C)C)C(C)C.Cl
CHEMBL2181998,0,O=C(OC1CCOCC1)[C@H]1C[C@]2(CN1)C(=O)Nc1ccccc12
CHEMBL3691380,0,C[C@H]1SC(N)=N[C@@]2(c3cc(Br)ccc3F)COCC[C@@H]12
CHEMBL3401344,1,CC(C)[C@]1(C)CC(=O)N(Cc2cc(F)cc(N3C[C@@H](c4ccccc4)CC3=O)c2)C(=N)N1
CHEMBL1164617,0,COc1cc(/C=N/Nc2nc(Nc3ccccc3)nc(N3CCOCC3)n2)cc(Br)c1O
CHEMBL1923113,1,O=C([C@H]1CNCC[C@@]12OCc1cc(F)c(F)cc12)N(Cc1cccc(Cl)c1Cl)C1CC1
CHEMBL321937,1,CC[C@H](C)[C@H](NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(C)C)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)OC
CHEMBL3633102,1,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)Cc2ccncc2)C(C)C)C(C)C)ccc1OC.Cl
CHEMBL537655,1,CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H](N)C[C@H](Cc1ccc(OC)c(OCCCOCC)c1)C(C)C.Cl
CHEMBL393501,0,Cn1c(N)nc(CCc2cccc(-c3ccccc3)c2)cc1=O
CHEMBL3688699,0,COc1cnc(C(=O)Nc2ccc(Cl)c([C@]3(CF)N=C(N)O[C@H]4C[C@H]43)c2)cn1
CHEMBL115430,1,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)NC(CC1CCCCC1)C(O)CC(=O)Nc1ccccc1
CHEMBL267446,1,CC(C)C[C@H](NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H]1CCCN1C(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H]1CCCN1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O)C(C)C
CHEMBL1761534,1,CCC(CC)(CCOc1cc(CCCOC)cc(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)c1)C(=O)O
CHEMBL406105,0,O=C(O)c1cnn(-c2ccccc2)c1
CHEMBL565250,0,NC1=NC(c2ccccc2)(c2cccc(C(F)(F)F)c2)C2=NCCCN12
CHEMBL406692,1,CC(C)C[C@H](O)[C@H](O)[C@H](CC1CCCCC1)NC(=O)C(NC(=O)[C@H](Cc1ccccc1)NS(=O)(=O)N1CCOCC1)Sc1cccs1
CHEMBL1164096,0,O=C(CN1CCN(Cc2ccccc2)CC1)N/N=C\c1cc(I)cc(I)c1O
CHEMBL3688651,0,C#CCOc1cnc(C(=O)Nc2ccc(Cl)c([C@@]3(C(F)F)N=C(N)O[C@@H]4C[C@@H]43)c2)cn1
CHEMBL301153,0,CO[C@H](C(=O)NC(CC(C)C)[C@@H](O)CC(=O)N[C@@H](C(=O)N[C@H](C)C(=O)N[C@H](CCC(=O)O)C(=O)N[C@H](Cc1ccccc1)C(=O)O)C(C)C)c1ccccc1
CHEMBL2221233,1,CC[C@H](C[C@H](O)[C@@H](N)CN1CC(=O)N(c2ccccc2Cl)CC1(C)C)C(=O)NC1C2CC3CC1CC(O)(C3)C2
CHEMBL473159,0,Oc1cc(O)cc(O)c1
CHEMBL113917,0,CC(=O)C(CC(C)C)[C@@H](O)CC(=O)N[C@H](C)C(=O)NCCC(C)C
CHEMBL1821800,0,Nc1ccc2c(Br)cccc2n1
CHEMBL3586137,0,Cl.NC1=NC2CCC(NC(=O)c3ccc(F)cn3)CC2CS1
CHEMBL1824647,1,Cc1ccc(F)cc1Oc1c(C(=O)N2CCNCC2)c2cnc(O)cc2n1-c1ccccc1
CHEMBL357253,1,CC(C)(C)S(=O)(=O)CC(Cc1ccccc1)C(=O)NC(Cc1c[nH]cn1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
CHEMBL49864,1,CC[C@H](O[C@@H](Cc1ccccc1)C(=O)N1CCC(OCOC)CC1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)[C@@H](O)CC(C)C
CHEMBL505635,1,Cc1cc(Cl)c(OCCOc2ncc(C3=C(C(=O)N(Cc4cccc(C)c4C)C4CC4)[C@H]4CNC[C@@H](C3)N4)s2)c(Cl)c1
CHEMBL1795914,1,Cn1ccc([C@H]2CCNC[C@@H]2C(=O)N(Cc2cc(CCC#N)cc(Cl)c2Cl)C2CC2)cc1=O
CHEMBL305692,1,CC(C)Cc1nc(-c2ccccc2)cn2c(C(Cc3cccnc3)C(=O)NC(=O)C[C@H](O)[C@H](CC3CCCCC3)NC(=O)C(CC(C)C)NCCCC(=O)O)nnc12
CHEMBL1824949,1,COC[C@H]1CN(C(=O)c2c(Oc3c(C)cccc3C)n(C3CCCCC3)c3cccnc23)CCN1
CHEMBL3962635,1,COC(=O)NCCCn1nc([C@H](C)N(C(=O)[C@H]2CNCCO2)C2CC2)c2ccc(C)nc21
CHEMBL3354262,0,CN1C(=N)N[C@](CCC2CCCCC2)(C[C@H]2CCC[C@@H](NC(=O)Nc3ccc4ccccc4n3)C2)C1=O
CHEMBL3404003,1,COCCCOc1cc(C(=O)N(C[C@@H]2CNC[C@H]2OC(=O)N(C)Cc2nc3ccccc3s2)C(C)C)ccc1OC
CHEMBL241663,1,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCCC(F)(F)F)C(=O)[C@](C)(c1cc(F)cc(F)c1)O2
CHEMBL464006,0,CC(C)=CCc1c(-c2ccc(O)cc2O)oc2c3c(cc(O)c2c1=O)OC(C)(C)C=C3
CHEMBL1270669,1,CC1CN(C(=O)c2c(Oc3ccccc3)n(-c3ccccc3)c3ccccc23)CCN1
CHEMBL3914750,1,COCCCCn1cc(C(C)N(C(=O)C2CCNC2)C2CC2)c2cc(F)cnc21
CHEMBL4227924,0,Nc1nc2cc(-c3ccccc3)cc(-c3cccnc3)c2c(=O)n1CC1CCCO1
CHEMBL3354249,0,CN1C(=N)N[C@](CCC2CCCCC2)(C[C@H]2CCC[C@@H](NCC3CC3)C2)C1=O
CHEMBL352480,1,CC(C)CC(NC(=O)[C@H](Cc1ccccc1)N1Cc2ccccc2C1=O)C(=O)N[C@@H](CC1CCCCC1)C(O)C(=O)OC(C)C
CHEMBL301306,1,CC(C)[C@@H](O)C[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)c1cc2ccccc2cn1
CHEMBL3144509,1,C=C(C[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](C)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)NCCC(C)C
CHEMBL2169922,0,Cn1c(N)nc([C@H]2C[C@H]2c2ccc(-c3cccc(CCO)c3)cc2)cc1=O
CHEMBL3400435,1,COCCCOc1cc(C(=O)N(C[C@@H]2CNC[C@H]2NCc2ccc3ccccc3c2)C(C)C)ccc1OC
CHEMBL1825179,1,Cc1ccc(F)cc1Oc1c(C(=O)N2CCNCC2)c2ccncc2n1-c1ccccc1
CHEMBL281436,1,COc1ccc(C[C@H](NC(=O)C(C)C)C(=O)N[C@@H](Cc2c[nH]cn2)C(=O)N[C@H](CC2CCCCC2)[C@H](O)[C@H](O)CN=[N+]=[N-])cc1
CHEMBL86410,1,CC(C)CCNC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CCCCN)N1C(=O)CCC(c2ccccc2)C(=O)N[C@@H](Cc2ccccc2)C1=O
CHEMBL1824134,0,CCn1cc(C2(c3cccc(-c4cncnc4)c3)N=C(N)N(C)C2=O)cn1
CHEMBL1269742,1,COCCCc1ccc(Cl)c(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)nc2)C2CC2)c1
CHEMBL536749,1,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@@H](C)C(=O)NCC(C)(C)N2CCOCC2)C(C)C)ccc1OC.Cl
CHEMBL1215294,0,NC(=O)CNC(=O)c1ccc(-c2cccc(O)c2)s1
CHEMBL1795913,1,Cn1ccc([C@H]2CCNC[C@@H]2C(=O)N(Cc2cc(CCCC#N)cc(Cl)c2Cl)C2CC2)cc1=O
CHEMBL38846,1,CC(C)Cc1nc(-c2ccccc2)cn2c(CC(=O)NC(CC3CCCCC3)C(=O)C(F)(F)C(=O)NC(CC(C)C)C(=O)NCc3ccccn3)nnc12
CHEMBL252861,0,CCNc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNc2ccccc2)cc(N2CCCC2=O)c1
CHEMBL1214214,0,CCCCCCNCCOc1ccc(Br)cc1NC(=O)Cc1ccccc1Cl
CHEMBL3142193,1,CC[C@H](C)[C@H](NC(=O)C(F)(F)C(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC1N=CC=N1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)NCc1ccccn1
CHEMBL371426,1,COc1ccccc1COCCCOc1ccc(N2C(=O)CNC[C@@H]2COc2ccc3ccccc3c2)cc1
CHEMBL314980,1,CSC[C@H](NC(C)=O)C(=O)N[C@@H](Cc1cccc(-c2ccccc2)c1)[C@@H](O)[C@@H](O)CC(C)C
CHEMBL3143440,1,CC(C)CCNCC[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C
CHEMBL2017109,1,CC(=O)NCCc1ccccc1-c1onc([C@H]2CNCC[C@@H]2c2ccc(F)c(F)c2)c1Br
CHEMBL1164362,0,O=C(CC1Sc2ccccc2NC1=O)Nc1ccccc1SC(F)(F)C(F)(F)C(F)(F)F
CHEMBL402330,0,NC(N)=NC(=O)Cn1c(-c2ccccc2)ccc1C12CC3CC(CC(C3)C1)C2
CHEMBL1981917,0,NC1=Nc2ccccc2Sc2cccc(F)c21
CHEMBL1164095,0,CCN1CCCC1CNC(=O)c1ccc2c(=O)n(Cc3ccc(Cl)cc3)c(=S)[nH]c2c1
CHEMBL3350322,1,CC(C)OC(=O)[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H](CC(=O)N1CCOCC1)Cc1cccc2ccccc12
CHEMBL3124962,0,C[C@H]1OCC[C@H]2Oc3ccc(-c4cccnc4F)cc3[C@@]3(CSC(N)=N3)[C@H]12
CHEMBL2204733,1,CC(C)C[C@@H](NC(=O)[C@@H]1CNC[C@H](N2CC(=O)N(c3ccccc3Cl)CC2(C)C)C1)C(=O)N(C)C.O=C(O)/C=C/C(=O)O
CHEMBL2380457,0,COc1cccc(-c2cccc(C3(C)N=C(N)CN3C(C)=O)c2)c1
CHEMBL1923108,1,COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@@]23OCCc2ccccc23)C2CC2)cc(OCCOC)c1
CHEMBL1790064,1,CC[C@@H](C)[C@H](NC(=O)[C@@H](CC(O)[C@H](CC(C)C)NC(=O)[C@@H](CC(=O)O)NC(=O)COc1ccccc1)C(C)C)C(=O)N(C)c1ccccn1
CHEMBL1788375,0,Br.CS(=O)(=O)N(c1cccc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCc2cccc(C(F)(F)F)c2)c1)c1ccccn1
CHEMBL2115484,1,CC(C)CNC(=O)[C@](O)(CN)C[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C
CHEMBL3764953,0,CC(C)[C@H]1CC[C@@H](Cn2c(N)nc3cc(-c4ccccc4)ccc3c2=O)O1
CHEMBL1214216,0,O=C(Cc1ccccc1Cl)Nc1cc(Br)ccc1OCCNC1CC1
CHEMBL255750,0,CCc1cc(CCN)ccc1O
CHEMBL2322537,0,CC(C)C(C(=O)NCc1ccc(CN)cc1)c1ccc(-c2ccccc2)cc1
CHEMBL1163540,0,C[C@@]12CC[C@H](O)[C@@H]3COC(=C31)C(=O)c1cc3cccc(O)c3cc12
CHEMBL1090025,0,CN1C(=O)C(c2ccncc2)(c2cccc(-c3ccoc3)c2)N=C1N
CHEMBL939,0,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1
CHEMBL1910321,1,O=C([C@H]1CNCC[C@]1(O)c1ccc(F)c(F)c1)N(Cc1cn(Cc2cccnc2)c2cccc(F)c12)C1CC1
CHEMBL252262,0,CCNc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCC2CCCCC2)cc(N2CCCC2=O)c1
CHEMBL3633310,1,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)Cn2cc(CN3CCOCC3)nn2)C(C)C)C(C)C)ccc1OC.Cl
CHEMBL3688807,0,NC1=N[C@@](c2cc(N[C@H]3CCc4cc(Br)cnc43)ccc2F)(C(F)F)[C@H]2C[C@H]2O1
CHEMBL536519,1,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@@H](C)C(=O)NCCCN)C(C)C)ccc1OC.Cl
CHEMBL1782316,0,O=S(=O)(c1ccc(Br)cc1)N(c1cnn(Cc2ccc(Cl)c(Cl)c2)c1)S(=O)(=O)c1ccc(Br)cc1
CHEMBL4213141,1,CCc1cccc(-c2c(F)cccc2C(O)(CCCNC(=O)OC)[C@@H]2CCCN(C(=O)C3CCNCC3)C2)c1
CHEMBL3910123,0,C[C@H]1C[C@H]2CSC(N)=NC2(c2nc(NC(=O)c3cn(C)nn3)cs2)CO1
CHEMBL1165517,0,CC(C)OC(=O)CN1C=C(C(=O)NC(C)c2ccccc2)C(C)C(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC2CC2)=C1
CHEMBL49460,1,CC(C)C[C@H](O)[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1cscn1)NC(=O)[C@H]1[C@H](Cc2ccccc2)[C@@H]1C(=O)N1CCOCC1
CHEMBL212681,0,O=C(Nc1cc(Br)ccc1N1CCOCC1)c1cccc2ccccc12
CHEMBL442105,1,CC[C@@H](C)CNC(=O)[C@@H](CC(O)[C@H](CC1CCCCC1)NC(=O)C(C(=O)COc1ccccc1)C(O)C(=O)O)C(C)C
CHEMBL151055,0,C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)N[C@H](C=O)C(C1CCCCC1)C1CCCCC1
CHEMBL1222029,0,Nc1nc2cc(Cl)ccc2n1CCCC(=O)NCCC1CCNC1
CHEMBL4129207,1,COCCCCn1c(C(=O)N(CC(C)C)[C@@H]2CNC[C@H](C(=O)N3CCOCC3)C2)cc2ccccc21
CHEMBL3142251,0,CCCCC(O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)C)C(C)C)[C@@H](C)CC
CHEMBL331117,1,C[C@@H](NC(=O)[C@H](Cc1ccccc1)NP(=O)(O)Oc1ccccc1)C(=O)O
CHEMBL2347880,0,COc1ccccc1C(=O)N1CCN(c2ccc(Br)cc2NC(=O)c2cc3ccccc3o/c2=N\c2ccccc2)CC1
CHEMBL1923122,1,COCCCc1cccc2cccc(CN(C(=O)[C@H]3CNCC[C@@]34OCc3cc(F)c(F)cc34)C3CC3)c12
CHEMBL1258233,0,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccs2)CCCCC1
CHEMBL423182,1,CC(C)C[C@H](O)[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1cc[nH]n1)NC(=O)[C@@H](CC(=O)N1CCN(C)CC1)Cc1ccccc1
CHEMBL2204327,1,O=C1CCC[C@H](CN2CCOCC2)OC(=O)[C@H](O)[C@H](CC2CCCCC2)NC(=O)[C@@H](NC(=O)[C@H](Cc2ccccc2)N[C@@H]2CN3CCC2CC3)CO1
CHEMBL283046,1,c1ccc(COCCCOc2ccc([C@H]3CCNC[C@@H]3OCc3ccc4c(c3)NCCC4)cc2)cc1
CHEMBL3403996,1,COCCCOc1cc(C(=O)N(C[C@H]2CNC[C@@H]2OC(=O)NCc2ccccc2)C(C)C)ccc1OC
CHEMBL4109537,1,COCCCOc1cc(OC)cc(C(C)N(C(=O)[C@H]2CNCCO2)C2CC2)c1
CHEMBL301966,1,CCCC[C@H](O[C@@H](Cc1ccccc1)C(=O)N1CCC(OCOC)CC1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)C[C@H](NC(=O)OCCCN(C)C)C(C)C
CHEMBL197198,1,COc1ccccc1COCCCOc1ccc(N2C(=O)CNC[C@@H]2COCc2ccc(F)c(F)c2)cc1
CHEMBL1910316,1,O=C([C@H]1CNCC[C@]1(O)c1ccc(F)c(F)c1)N(Cc1cn(Cc2ccccc2OC(F)F)c2cccc(F)c12)C1CC1
CHEMBL4108291,1,COCCCCn1cc([C@@H](C)N(C(=O)[C@H]2CNCCO2)C2CC2)c2nccc(C)c21
CHEMBL52317,0,CCCCOc1ccc(C(=O)NC(CC(C)C)[C@@H](O)CC(=O)N[C@@H](C(=O)N[C@H](C)C(=O)N[C@H](CCC(=O)O)C(=O)N[C@H](Cc2ccccc2)C(=O)O)C(C)C)cc1
CHEMBL264782,1,COP(=O)(OC)[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)CCCCCN
CHEMBL2011275,0,Cc1cc(N)nc2ccccc12
CHEMBL1163547,0,C=CN(C=C)C(=O)c1cc(OCC(=O)NCCCCCN)cc(C(=O)N[C@H](C)c2ccccc2)c1
CHEMBL3916240,1,CC(C)CN(C(=O)c1cnc(C(C)(C)C)nc1NCc1ccco1)[C@H]1CCCNC1.Cl.Cl
CHEMBL353412,0,CC(C)C[C@H](NC(=O)CC(O)[C@H](CC(C)C)NC(=O)[C@@H](CC(=O)[C@H](CC1CCCCC1)NC(=O)OC(C)(C)C)CC(C)C)C(=O)NCc1ccccc1
CHEMBL3650819,0,NC1=NC2(CO1)c1cc(Br)ccc1OCC21CC(F)(F)C1
CHEMBL2177332,0,COc1ccc2c(c1)C1(COC(N)=N1)c1cc(-c3cccc(OC)c3F)ccc1O2
CHEMBL3414711,0,CC(C)C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2ccc(F)cc2F)CO1
